O	ABO	C	1
A	ABO	C	2
B	ABO	C	3
AB	ABO	C	4
A1	ABO	C	5
A2	ABO	C	6
A1B	ABO	C	7
A2B	ABO	C	8
UNKNOWN	ABO	C	998
Unknown	ABOMAT	C	
Identical	ABOMAT	C	1
Compatible	ABOMAT	C	2
Incompatible	ABOMAT	C	3
Not Reported	ACADLVLKI	N	Null or Missing
Full academic load	ACADLVLKI	N	1
Reduced academic load	ACADLVLKI	N	2
Unable to participate in academics due to disease or condition	ACADLVLKI	N	3
Unable to participate regularly in academics due to dialysis	ACADLVLKI	N	4
Not Applicable, too young for school/ High School graduate or GED	ACADLVLKI	N	996
Status Unknown	ACADLVLKI	N	998
Unknown	ACADLVLKI	N	**OTHER**
Not Reported	ACADPRG	N	Null or Missing
Within One Grade Level of Peers	ACADPRG	N	1
Delayed Grade Level	ACADPRG	N	2
Special Education	ACADPRG	N	3
Not Applicable, too young for school/ High School graduate or GED	ACADPRG	N	996
Status Unknown	ACADPRG	N	998
Unknown	ACADPRG	N	**OTHER**
Not Reported	ALOCUS	N	Null or Missing
0	ALOCUS	N	0
1	ALOCUS	N	1
2	ALOCUS	N	2
3	ALOCUS	N	3
9	ALOCUS	N	9
10	ALOCUS	N	10
11	ALOCUS	N	11
19	ALOCUS	N	19
23	ALOCUS	N	23
24	ALOCUS	N	24
25	ALOCUS	N	25
26	ALOCUS	N	26
28	ALOCUS	N	28
29	ALOCUS	N	29
30	ALOCUS	N	30
31	ALOCUS	N	31
32	ALOCUS	N	32
33	ALOCUS	N	33
34	ALOCUS	N	34
36	ALOCUS	N	36
43	ALOCUS	N	43
66	ALOCUS	N	66
68	ALOCUS	N	68
69	ALOCUS	N	69
74	ALOCUS	N	74
80	ALOCUS	N	80
Unknown	ALOCUS	N	97
No second antigen detected	ALOCUS	N	98
Not Tested	ALOCUS	N	99
01:01	ALOCUS	N	101
01:02	ALOCUS	N	102
02:01	ALOCUS	N	201
02:02	ALOCUS	N	202
02:03	ALOCUS	N	203
02:05	ALOCUS	N	205
02:06	ALOCUS	N	206
02:07	ALOCUS	N	207
210	ALOCUS	N	210
02:10	ALOCUS	N	211
02:18	ALOCUS	N	218
03:01	ALOCUS	N	301
03:02	ALOCUS	N	302
11:01	ALOCUS	N	1101
11:02	ALOCUS	N	1102
24:02	ALOCUS	N	2402
24:03	ALOCUS	N	2403
26:01	ALOCUS	N	2601
26:02	ALOCUS	N	2602
26:03	ALOCUS	N	2603
29:01	ALOCUS	N	2901
29:02	ALOCUS	N	2902
30:01	ALOCUS	N	3001
